rank_order,rank,name,scores_overall,scores_overall_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
680,601-800,University of Tehran,0,680,15.8,719,0,795,16.5,753,17.7,502,27.3,395,Iran,"53,802",27.0,1%,45 : 55,University of Tehran,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mathematics & Statistics,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Chemistry,Business & Management,Art, Performing Arts & Design,Education,Law,Physics & Astronomy,Veterinary Science,Architecture,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Computer Science,Communication & Media Studies,Sociology,Archaeology,Economics & Econometrics,Biological Sciences,Sport Science,Chemical Engineering,Civil Engineering,Psychology",False,False
681,601-800,Hunan University,0,681,21.2,657,46.7,261,14.8,779,15,570,18.3,704,China,"42,756",24.7,2%,43 : 57,Hunan University,"Architecture,General Engineering,Communication & Media Studies,Business & Management,Law,Chemical Engineering,Education,Geology, Environmental, Earth & Marine Sciences,Computer Science,Biological Sciences,Economics & Econometrics,Chemistry,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Electrical & Electronic Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Accounting & Finance,Languages, Literature & Linguistics,Mathematics & Statistics",False,False
682,601-800,University of Ibadan,0,682,4.6,792,29.2,674,26.1,632,11.1,690,22.7,543,Nigeria,"26,247",17.1,1%,45 : 55,University of Ibadan,"Biological Sciences,Agriculture & Forestry,Architecture,Medicine & Dentistry,Electrical & Electronic Engineering,Psychology,Economics & Econometrics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Sport Science,History, Philosophy & Theology,Education,Veterinary Science,Politics & International Studies (incl Development Studies),Archaeology,Chemical Engineering,Business & Management,Chemistry,Communication & Media Studies,Art, Performing Arts & Design,Other Health,General Engineering,Geography,Languages, Literature & Linguistics,Computer Science,Law,Mathematics & Statistics",False,False
683,601-800,University of Indonesia,0,683,13.9,742,40,365,37.2,490,8,775,18.1,713,Indonesia,"43,565",15.8,0%,51 : 49,University of Indonesia Universitas Indonesia UI,"Economics & Econometrics,Physics & Astronomy,Languages, Literature & Linguistics,Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Architecture,Computer Science,History, Philosophy & Theology,Archaeology,Chemical Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Electrical & Electronic Engineering,Business & Management,Geography,Civil Engineering,Law,Sociology,Chemistry,Biological Sciences,General Engineering,Agriculture & Forestry,Psychology",False,False
684,601-800,Inha University,0,684,22.5,642,64.7,140,23.5,661,20,449,20.7,609,South Korea,"20,353",24.1,3%,36 : 64,Inha University,"Other Health,General Engineering,Architecture,Mathematics & Statistics,Education,Accounting & Finance,Psychology,Electrical & Electronic Engineering,Chemistry,History, Philosophy & Theology,Languages, Literature & Linguistics,Economics & Econometrics,Archaeology,Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Computer Science,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Sport Science,Mechanical & Aerospace Engineering,Medicine & Dentistry,Physics & Astronomy,Chemical Engineering,Business & Management",False,False
685,601-800,I-Shou University,0,685,13.3,745,41,346,24.8,652,11.5,675,12.8,796,Taiwan,"16,263",29.9,10%,45 : 55,I-Shou University,"Electrical & Electronic Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Computer Science,Sociology,Other Health,Mathematics & Statistics,General Engineering,Accounting & Finance,Civil Engineering,Languages, Literature & Linguistics,Business & Management,Chemical Engineering,Biological Sciences,Mechanical & Aerospace Engineering",False,False
686,601-800,Istanbul University,0,686,10,768,100,6,20,705,23.3,372,26,431,Turkey,"82,096",41.1,6%,44 : 56,Istanbul University,"Business & Management,Politics & International Studies (incl Development Studies),Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Architecture,Computer Science,Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,Law,Communication & Media Studies,Biological Sciences,Physics & Astronomy,Art, Performing Arts & Design,Other Health,Sociology,Medicine & Dentistry,Archaeology,Economics & Econometrics,Geography,Chemistry,Psychology",False,False
687,601-800,Jagiellonian University,0,687,30.7,567,28,751,33.5,541,14.4,598,24,501,Poland,"42,835",11.5,5%,67 : 33,Jagiellonian University,"Sociology,Geology, Environmental, Earth & Marine Sciences,Geography,Medicine & Dentistry,Law,Archaeology,Art, Performing Arts & Design,Psychology,Other Health,Accounting & Finance,Education,Physics & Astronomy,Languages, Literature & Linguistics,Mathematics & Statistics,Communication & Media Studies,Business & Management,Economics & Econometrics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Biological Sciences,Computer Science",False,False
688,601-800,Jilin University,0,688,14.6,731,42.1,326,20.3,701,14.4,599,28.2,374,China,"65,605",13.6,3%,46 : 54,Jilin University,"Chemical Engineering,Biological Sciences,Geography,Chemistry,Mathematics & Statistics,Languages, Literature & Linguistics,Archaeology,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,History, Philosophy & Theology,Communication & Media Studies,Veterinary Science,Medicine & Dentistry,General Engineering,Law,Physics & Astronomy,Computer Science,Architecture,Economics & Econometrics,Electrical & Electronic Engineering,Agriculture & Forestry,Psychology,Education,Other Health,Mechanical & Aerospace Engineering,Sociology,Civil Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences",False,False
689,601-800,The University of Jordan,0,689,7.8,780,28.8,695,53.7,300,7.7,781,19,669,Jordan,"35,577",13.6,13%,67 : 33,The University of Jordan,"Art, Performing Arts & Design,Other Health,Mathematics & Statistics,Business & Management,Sport Science,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Architecture,Computer Science,Biological Sciences,Archaeology,Chemical Engineering,Law,Politics & International Studies (incl Development Studies),Civil Engineering,History, Philosophy & Theology,Economics & Econometrics,Agriculture & Forestry,Accounting & Finance,Electrical & Electronic Engineering,Psychology,Education,Chemistry,Sociology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Geography",False,False
690,601-800,Jordan University of Science and Technology,0,690,16.4,712,31.4,591,62.2,231,6.2,794,16.4,763,Jordan,"24,686",16.4,23%,55 : 45,Jordan University of Science and Technology,"Languages, Literature & Linguistics,Physics & Astronomy,Other Health,Mathematics & Statistics,Medicine & Dentistry,Electrical & Electronic Engineering,Chemical Engineering,Veterinary Science,Biological Sciences,Civil Engineering,Computer Science,Chemistry,General Engineering,Agriculture & Forestry,Architecture,Mechanical & Aerospace Engineering",False,False
691,601-800,Juntendo University,0,691,24,629,51.1,223,16.7,751,10.5,715,32.3,288,Japan,"3,955",3.7,1%,52 : 48,Juntendo University,"Communication & Media Studies,Other Health,Medicine & Dentistry,Sport Science",False,False
692,601-800,K.N. Toosi University of Technology,0,692,22.5,643,45.5,271,7.1,800,18.1,494,20.9,604,Iran,"7,146",24.6,0%,32 : 68,K.N. Toosi University of Technology,"Chemistry,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemical Engineering,Physics & Astronomy,Civil Engineering,Mathematics & Statistics",False,False
693,601-800,Kaohsiung Medical University,0,693,20.5,667,33.2,521,19.9,706,22.2,402,20.6,611,Taiwan,"7,009",12.6,5%,56 : 44,Kaohsiung Medical University,"Education,Medicine & Dentistry,Chemistry,Sport Science,Biological Sciences,Sociology,Other Health,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Languages, Literature & Linguistics,Psychology",False,False
694,601-800,Khon Kaen University,0,694,19.9,676,35.7,458,31.5,567,7.4,786,18.2,709,Thailand,"39,669",16.9,1%,62 : 38,Khon Kaen University,"Business & Management,Electrical & Electronic Engineering,Education,Chemistry,Agriculture & Forestry,Other Health,Veterinary Science,Architecture,Law,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Mathematics & Statistics,Medicine & Dentistry,Chemical Engineering",False,False
695,601-800,King Mongkut’s University of Technology Thonburi,0,695,36.2,520,70.3,122,28.5,608,11.4,679,18.2,710,Thailand,"17,791",23.7,1%,42 : 58,King Mongkut’s University of Technology Thonburi,"Languages, Literature & Linguistics,Agriculture & Forestry,Chemical Engineering,Education,Physics & Astronomy,Civil Engineering,Biological Sciences,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Mathematics & Statistics,Accounting & Finance,General Engineering,Mechanical & Aerospace Engineering,Chemistry",False,False
696,601-800,Kingston University,0,696,26.7,604,28.5,717,76.8,137,12.1,651,16.9,754,United Kingdom,"20,780",20.9,34%,53 : 47,Kingston University,"Law,Education,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Chemical Engineering,Chemistry,Languages, Literature & Linguistics,General Engineering,History, Philosophy & Theology,Geography,Accounting & Finance,Computer Science,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Architecture,Sociology,Biological Sciences,Other Health,Civil Engineering,Economics & Econometrics,Psychology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Communication & Media Studies",False,False
697,601-800,Kindai University,0,697,30,576,33.2,522,17,745,7.9,778,18.5,688,Japan,"31,216",11.6,2%,,Kindai University,"Chemistry,Accounting & Finance,History, Philosophy & Theology,Biological Sciences,Civil Engineering,Communication & Media Studies,Other Health,Medicine & Dentistry,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Economics & Econometrics,Law,Chemical Engineering,Architecture,Mathematics & Statistics,Sociology,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),General Engineering,Business & Management",False,False
698,601-800,Kobe University,0,698,24.3,627,45.1,278,21.1,687,15.4,563,27.8,386,Japan,"15,885",8.4,6%,33 : 67,Kobe University,"Education,Mechanical & Aerospace Engineering,Civil Engineering,History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Physics & Astronomy,Law,Business & Management,Architecture,Computer Science,Sport Science,Art, Performing Arts & Design,Communication & Media Studies,Agriculture & Forestry,Accounting & Finance,General Engineering,Economics & Econometrics,Psychology,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemical Engineering,Other Health,Geography,Sociology,Biological Sciences",False,False
699,601-800,Konkuk University,0,699,17,705,36,449,22.6,672,19.6,455,20,634,South Korea,"26,483",23.5,6%,47 : 53,Konkuk University,"Physics & Astronomy,Biological Sciences,Education,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Architecture,Law,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemistry,Chemical Engineering,Other Health,Art, Performing Arts & Design,Economics & Econometrics,Accounting & Finance,Business & Management,Medicine & Dentistry,Mathematics & Statistics,Sociology,Civil Engineering,Psychology,General Engineering,Agriculture & Forestry,History, Philosophy & Theology,Computer Science,Sport Science,Veterinary Science,Geography",False,False
700,601-800,Kumamoto University,0,700,28.1,594,43.1,304,22.2,675,11.6,670,23.4,525,Japan,"10,226",7.6,5%,37 : 63,Kumamoto University,"Geography,Other Health,Mathematics & Statistics,Electrical & Electronic Engineering,Architecture,Languages, Literature & Linguistics,Art, Performing Arts & Design,Law,Archaeology,General Engineering,Psychology,Chemistry,Civil Engineering,Physics & Astronomy,Sociology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Biological Sciences,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Education,Mechanical & Aerospace Engineering,Communication & Media Studies",False,False
