rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
11670,1001–1200,University of Split,22.4–27.1,11670,16.9,1442,13.1,1101,46.4,827,35.8,1284,38.0,957,Croatia,"19,600",17.0,2%,56 : 44,University of Split,"Geology, Environmental, Earth & Marine Sciences,Sport Science,Other Health,Chemistry,Veterinary Science,Art, Performing Arts & Design,Mathematics & Statistics,Medicine & Dentistry,Biological Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Psychology,Education,Economics & Econometrics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,General Engineering,Accounting & Finance,Civil Engineering,Physics & Astronomy,Chemical Engineering,Computer Science,Agriculture & Forestry,Architecture,Business & Management,Law,Sociology",False,False
11680,1001–1200,Sri Venkateswara University,22.4–27.1,11680,36.4,298,9.7,1457,26.9,1170,35.1,1482,23.6,1385,India,"7,658",14.4,0%,42 : 58,Sri Venkateswara University,"Electrical & Electronic Engineering,History, Philosophy & Theology,Chemical Engineering,Languages, Literature & Linguistics,Sociology,Mathematics & Statistics,Education,Economics & Econometrics,General Engineering,Biological Sciences,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,Psychology,Chemistry,Computer Science,Archaeology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Law,Civil Engineering,Other Health,Physics & Astronomy,Accounting & Finance",False,False
11690,1001–1200,Staffordshire University,22.4–27.1,11690,18.3,1275,11.4,1259,42.4,889,34.9,1551,52.1,595,United Kingdom,"9,120",17.5,12%,48 : 52,Staffordshire University,"Architecture,Other Health,Mechanical & Aerospace Engineering,Archaeology,General Engineering,Electrical & Electronic Engineering,Sport Science,Biological Sciences,Psychology,Communication & Media Studies,Languages, Literature & Linguistics,Art, Performing Arts & Design,Education,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Computer Science,Geography,Business & Management,Law,Sociology",False,False
11700,1001–1200,St Marianna University School of Medicine,22.4–27.1,11700,25.8,672,8.6,1586,35.1,1021,34.9,1552,17.4,1609,Japan,839,0.9,1%,36 : 64,St Marianna University School of Medicine,"Other Health,Medicine & Dentistry",False,True
11710,1001–1200,SWPS University of Social Sciences and Humanities,22.4–27.1,11710,16.2,1521,14.9,962,37.8,980,34.8,1652,54.5,552,Poland,"13,987",36.0,9%,75 : 25,SWPS University of Social Sciences and Humanities,"Computer Science,Law,Art, Performing Arts & Design,Business & Management,Languages, Literature & Linguistics,Communication & Media Studies,Sociology,Psychology",False,False
11720,1001–1200,Tallinn University,22.4–27.1,11720,19.8,1130,20.7,669,21.4,1284,35.3,1408,69.5,329,Estonia,"4,062",10.3,19%,71 : 29,Tallinn University,"Biological Sciences,Sociology,Computer Science,Mathematics & Statistics,Business & Management,Psychology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Chemistry,Other Health,Communication & Media Studies,Education,Physics & Astronomy,Law,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sport Science,Geography",False,False
11730,1001–1200,Tanta University,22.4–27.1,11730,14.8,1613,8.1,1634,51.6,729,34.8,1653,41.1,869,Egypt,"124,548",22.8,1%,53 : 47,Tanta University,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Agriculture & Forestry,Chemistry,Geography,Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Sport Science,Psychology,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Communication & Media Studies,General Engineering,Veterinary Science,Economics & Econometrics,Other Health,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Architecture,History, Philosophy & Theology,Archaeology,Accounting & Finance,Law,Education,Sociology,Business & Management",False,False
11740,1001–1200,Technological University Dublin,22.4–27.1,11740,17.0,1432,12.0,1213,30.8,1107,35.1,1484,71.3,304,Ireland,"20,479",18.9,20%,43 : 57,Technological University Dublin,"Economics & Econometrics,General Engineering,Mechanical & Aerospace Engineering,Medicine & Dentistry,Physics & Astronomy,Languages, Literature & Linguistics,Sport Science,History, Philosophy & Theology,Mathematics & Statistics,Education,Other Health,Electrical & Electronic Engineering,Law,Computer Science,Sociology,Business & Management,Agriculture & Forestry,Communication & Media Studies,Architecture,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Accounting & Finance,Biological Sciences,Chemical Engineering,Art, Performing Arts & Design,Chemistry",False,False
11750,1001–1200,University of Technology of Compiègne,22.4–27.1,11750,23.4,827,10.9,1314,28.6,1144,42.1,647,83.9,166,France,"4,241",15.8,23%,39 : 61,University of Technology of Compiègne,"Electrical & Electronic Engineering,Computer Science,Mechanical & Aerospace Engineering,Biological Sciences,General Engineering",False,False
11760,1001–1200,University of Technology of Troyes,22.4–27.1,11760,24.1,781,10.7,1335,30.6,1111,43.8,571,70.4,312,France,"2,954",18.3,23%,23 : 77,University of Technology of Troyes,General Engineering,False,False
11770,1001–1200,Teesside University,22.4–27.1,11770,16.8,1460,12.7,1135,40.8,923,35.0,1512,61.6,432,United Kingdom,"12,780",19.8,15%,57 : 43,Teesside University,"Chemical Engineering,Mathematics & Statistics,Chemistry,Civil Engineering,Mechanical & Aerospace Engineering,Business & Management,Other Health,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Law,Geography,Education,Veterinary Science,Computer Science,Accounting & Finance,Psychology,General Engineering,Electrical & Electronic Engineering,Economics & Econometrics,Sport Science,Languages, Literature & Linguistics,Agriculture & Forestry,Biological Sciences,Medicine & Dentistry,Sociology,Geology, Environmental, Earth & Marine Sciences",False,False
11780,1001–1200,Texas State University,22.4–27.1,11780,21.6,964,16.8,843,29.7,1123,38.0,979,34.4,1043,United States,"31,600",19.2,1%,59 : 41,Texas State University,"Education,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Architecture,General Engineering,History, Philosophy & Theology,Communication & Media Studies,Agriculture & Forestry,Computer Science,Art, Performing Arts & Design,Electrical & Electronic Engineering,Civil Engineering,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Law,Chemistry,Business & Management,Geography,Biological Sciences,Sport Science,Other Health,Psychology,Mechanical & Aerospace Engineering,Accounting & Finance,Physics & Astronomy",False,False
11790,1001–1200,Tezpur University,22.4–27.1,11790,22.8,865,26.2,490,21.4,1285,35.8,1287,15.7,1646,India,"3,985",12.8,0%,41 : 59,Tezpur University,"Law,Computer Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Education,Sociology,Business & Management,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Civil Engineering",False,False
11800,1001–1200,Tokyo University of Agriculture and Technology,22.4–27.1,11800,28.9,527,26.3,487,13.9,1482,52.5,349,28.8,1205,Japan,"5,690",15.2,6%,31 : 69,Tokyo University of Agriculture and Technology,"Chemistry,Sport Science,Geography,Veterinary Science,Agriculture & Forestry,Sociology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Mathematics & Statistics,Chemical Engineering,Communication & Media Studies",False,False
11810,1001–1200,Tokyo Medical University,22.4–27.1,11810,28.2,549,12.7,1136,41.2,914,36.2,1198,18.1,1591,Japan,"1,370",1.7,0%,49 : 51,Tokyo Medical University,Medicine & Dentistry,False,False
11820,1001–1200,Tshwane University of Technology,22.4–27.1,11820,16.2,1522,12.2,1188,38.3,974,40.2,778,44.5,767,South Africa,"48,386",42.4,2%,54 : 46,Tshwane University of Technology,"Computer Science,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Economics & Econometrics,Biological Sciences,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,General Engineering,Sport Science,Mathematics & Statistics,Chemical Engineering,Geography,Languages, Literature & Linguistics,Communication & Media Studies,Law,Art, Performing Arts & Design,Education,Veterinary Science,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Other Health,Physics & Astronomy,Electrical & Electronic Engineering,Accounting & Finance",False,False
11830,1001–1200,University of Tunis El Manar,22.4–27.1,11830,26.0,656,11.6,1245,24.1,1224,35.0,1513,41.3,860,Tunisia,"29,049",8.9,2%,68 : 32,University of Tunis El Manar,"Other Health,Veterinary Science,Geology, Environmental, Earth & Marine Sciences,Psychology,Mechanical & Aerospace Engineering,Chemistry,Civil Engineering,Chemical Engineering,Sociology,Archaeology,General Engineering,Physics & Astronomy,Business & Management,Law,Economics & Econometrics,Politics & International Studies (incl Development Studies),Accounting & Finance,Electrical & Electronic Engineering,Computer Science,History, Philosophy & Theology,Languages, Literature & Linguistics,Medicine & Dentistry,Biological Sciences,Education,Mathematics & Statistics",False,False
11840,1001–1200,Universiti Tunku Abdul Rahman (UTAR),22.4–27.1,11840,16.6,1482,14.2,1009,34.5,1035,38.4,936,34.2,1048,Malaysia,"17,727",15.4,4%,51 : 49,Universiti Tunku Abdul Rahman (UTAR),"Business & Management,Civil Engineering,Communication & Media Studies,Sociology,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Agriculture & Forestry,Physics & Astronomy,Medicine & Dentistry,Chemistry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Chemical Engineering,Architecture,Computer Science,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Economics & Econometrics,General Engineering,Art, Performing Arts & Design,Psychology,Education",False,False
11850,1001–1200,Ural Federal University,22.4–27.1,11850,25.2,711,22.6,591,14.0,1477,64.2,233,55.0,543,Russian Federation,"27,099",13.0,16%,49 : 51,Ural Federal University,"General Engineering,Chemistry,Agriculture & Forestry,Education,Mechanical & Aerospace Engineering,Business & Management,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Economics & Econometrics,Other Health,Sociology,Archaeology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Biological Sciences,Sport Science,Physics & Astronomy,Architecture,Chemical Engineering,Psychology,Geography,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Computer Science,Mathematics & Statistics",False,False
11860,1001–1200,Urmia University,22.4–27.1,11860,23.2,846,16.0,889,30.4,1116,40.0,785,19.3,1547,Iran,"14,729",28.9,1%,50 : 50,Urmia University,"Sport Science,Art, Performing Arts & Design,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,General Engineering,Computer Science,Law,Chemistry,Education,Veterinary Science,Electrical & Electronic Engineering,Agriculture & Forestry,Economics & Econometrics,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Architecture,Business & Management,Civil Engineering,Chemical Engineering,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,Sociology,Biological Sciences,Psychology",False,False
11870,1001–1200,"Vietnam National University, Hanoi",22.4–27.1,11870,19.4,1160,10.5,1359,41.5,906,36.6,1146,45.6,740,Vietnam,"41,803",14.3,1%,64 : 36,"Vietnam National University, Hanoi VNU","Economics & Econometrics,Mathematics & Statistics,Medicine & Dentistry,Biological Sciences,Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,General Engineering,Psychology,Computer Science,Agriculture & Forestry,Chemical Engineering,Chemistry,Law,History, Philosophy & Theology,Geography,Education,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Physics & Astronomy",False,False
11880,1001–1200,University of Vigo,22.4–27.1,11880,19.4,1161,15.9,897,40.3,935,39.9,792,43.4,804,Spain,"17,794",15.6,6%,51 : 49,University of Vigo,"History, Philosophy & Theology,Law,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Economics & Econometrics,Biological Sciences,Politics & International Studies (incl Development Studies),Chemistry,Chemical Engineering,Psychology,Accounting & Finance,General Engineering,Education,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Sport Science,Communication & Media Studies,Business & Management,Mechanical & Aerospace Engineering,Civil Engineering,Agriculture & Forestry,Geography,Archaeology,Computer Science,Geology, Environmental, Earth & Marine Sciences",False,False
11890,1001–1200,Vilnius Gediminas Technical University (Vilnius Tech),22.4–27.1,11890,17.6,1356,13.7,1042,36.2,1006,41.7,674,49.0,651,Lithuania,"9,164",13.8,12%,32 : 68,Vilnius Gediminas Technical University (Vilnius Tech),"General Engineering,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Architecture,Other Health,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,Business & Management,Chemical Engineering,Economics & Econometrics,Physics & Astronomy",False,False
